IMAGE 10514736 967bea4cef6b9bf220d019ed8c06bb424eb33c40ff3e0f13af8eb15de539cb4f
CRC VERIFIED 4567040/10514736 (1233.4s)
CRC VERIFIED 4571136/10514736 (1234.6s)
CRC VERIFIED 4575232/10514736 (1235.8s)
CRC VERIFIED 4579328/10514736 (1237.0s)
CRC VERIFIED 4583424/10514736 (1238.2s)
CRC VERIFIED 4587520/10514736 (1239.4s)
CRC VERIFIED 4591616/10514736 (1240.6s)
CRC VERIFIED 4595712/10514736 (1241.8s)
CRC VERIFIED 4599808/10514736 (1243.1s)
CRC VERIFIED 4603904/10514736 (1244.3s)
CRC VERIFIED 4608000/10514736 (1245.5s)
CRC VERIFIED 4612096/10514736 (1246.7s)
CRC VERIFIED 4616192/10514736 (1248.0s)
CRC VERIFIED 4620288/10514736 (1249.2s)
CRC VERIFIED 4624384/10514736 (1250.4s)
CRC VERIFIED 4628480/10514736 (1251.6s)
CRC VERIFIED 4632576/10514736 (1252.8s)
CRC VERIFIED 4636672/10514736 (1254.0s)
CRC VERIFIED 4640768/10514736 (1255.2s)
CRC VERIFIED 4644864/10514736 (1256.4s)
CRC VERIFIED 4648960/10514736 (1257.7s)
CRC VERIFIED 4653056/10514736 (1258.9s)
CRC VERIFIED 4657152/10514736 (1260.1s)
CRC VERIFIED 4661248/10514736 (1261.3s)
CRC VERIFIED 4665344/10514736 (1262.5s)
CRC VERIFIED 4669440/10514736 (1263.8s)
CRC VERIFIED 4673536/10514736 (1265.0s)
CRC VERIFIED 4677632/10514736 (1266.2s)
CRC VERIFIED 4681728/10514736 (1267.4s)
CRC VERIFIED 4685824/10514736 (1268.6s)
CRC VERIFIED 4689920/10514736 (1269.8s)
CRC VERIFIED 4694016/10514736 (1271.0s)
CRC VERIFIED 4698112/10514736 (1272.2s)
CRC VERIFIED 4702208/10514736 (1273.5s)
CRC VERIFIED 4706304/10514736 (1274.7s)
CRC VERIFIED 4710400/10514736 (1275.9s)
CRC VERIFIED 4714496/10514736 (1277.1s)
CRC VERIFIED 4718592/10514736 (1278.3s)
CRC VERIFIED 4722688/10514736 (1279.5s)
CRC VERIFIED 4726784/10514736 (1280.7s)
CRC VERIFIED 4730880/10514736 (1281.9s)
CRC VERIFIED 4734976/10514736 (1283.2s)
CRC VERIFIED 4739072/10514736 (1284.4s)
CRC VERIFIED 4743168/10514736 (1285.6s)
CRC VERIFIED 4747264/10514736 (1286.8s)
CRC VERIFIED 4751360/10514736 (1288.0s)
CRC VERIFIED 4755456/10514736 (1289.2s)
CRC VERIFIED 4759552/10514736 (1290.5s)
CRC VERIFIED 4763648/10514736 (1291.7s)
CRC VERIFIED 4767744/10514736 (1292.9s)
CRC VERIFIED 4771840/10514736 (1294.2s)
CRC VERIFIED 4775936/10514736 (1295.4s)
CRC VERIFIED 4780032/10514736 (1296.6s)
CRC VERIFIED 4784128/10514736 (1297.8s)
CRC VERIFIED 4788224/10514736 (1299.0s)
CRC VERIFIED 4792320/10514736 (1300.2s)
CRC VERIFIED 4796416/10514736 (1301.5s)
CRC VERIFIED 4800512/10514736 (1302.7s)
CRC VERIFIED 4804608/10514736 (1303.9s)
CRC VERIFIED 4808704/10514736 (1305.1s)
CRC VERIFIED 4812800/10514736 (1306.3s)
CRC VERIFIED 4816896/10514736 (1307.5s)
CRC VERIFIED 4820992/10514736 (1308.8s)
CRC VERIFIED 4825088/10514736 (1310.0s)
CRC VERIFIED 4829184/10514736 (1311.2s)
CRC VERIFIED 4833280/10514736 (1312.4s)
CRC VERIFIED 4837376/10514736 (1313.6s)
CRC VERIFIED 4841472/10514736 (1314.8s)
CRC VERIFIED 4845568/10514736 (1316.1s)
CRC VERIFIED 4849664/10514736 (1317.3s)
CRC VERIFIED 4853760/10514736 (1318.5s)
CRC VERIFIED 4857856/10514736 (1319.7s)
CRC VERIFIED 4861952/10514736 (1320.9s)
CRC VERIFIED 4866048/10514736 (1322.1s)
CRC VERIFIED 4870144/10514736 (1323.4s)
CRC VERIFIED 4874240/10514736 (1324.6s)
CRC VERIFIED 4878336/10514736 (1325.8s)
CRC VERIFIED 4882432/10514736 (1327.1s)
CRC VERIFIED 4886528/10514736 (1328.3s)
CRC VERIFIED 4890624/10514736 (1329.5s)
CRC VERIFIED 4894720/10514736 (1330.7s)
CRC VERIFIED 4898816/10514736 (1331.9s)
CRC VERIFIED 4902912/10514736 (1333.1s)
CRC VERIFIED 4907008/10514736 (1334.3s)
CRC VERIFIED 4911104/10514736 (1335.6s)
CRC VERIFIED 4915200/10514736 (1337.1s)
CRC VERIFIED 4919296/10514736 (1338.3s)
CRC VERIFIED 4923392/10514736 (1339.5s)
CRC VERIFIED 4927488/10514736 (1340.8s)
CRC VERIFIED 4931584/10514736 (1342.0s)
CRC VERIFIED 4935680/10514736 (1343.2s)
CRC VERIFIED 4939776/10514736 (1344.4s)
CRC VERIFIED 4943872/10514736 (1345.7s)
CRC VERIFIED 4947968/10514736 (1346.9s)
CRC VERIFIED 4952064/10514736 (1348.1s)
CRC VERIFIED 4956160/10514736 (1349.3s)
CRC VERIFIED 4960256/10514736 (1350.5s)
CRC VERIFIED 4964352/10514736 (1351.8s)
CRC VERIFIED 4968448/10514736 (1353.0s)
CRC VERIFIED 4972544/10514736 (1354.3s)
CRC VERIFIED 4976640/10514736 (1355.5s)
CRC VERIFIED 4980736/10514736 (1356.7s)
CRC VERIFIED 4984832/10514736 (1357.9s)
CRC VERIFIED 4988928/10514736 (1359.1s)
CRC VERIFIED 4993024/10514736 (1360.4s)
CRC VERIFIED 4997120/10514736 (1361.6s)
CRC VERIFIED 5001216/10514736 (1362.8s)
CRC VERIFIED 5005312/10514736 (1364.0s)
CRC VERIFIED 5009408/10514736 (1365.2s)
CRC VERIFIED 5013504/10514736 (1366.4s)
CRC VERIFIED 5017600/10514736 (1367.7s)
CRC VERIFIED 5021696/10514736 (1368.9s)
CRC VERIFIED 5025792/10514736 (1370.1s)
CRC VERIFIED 5029888/10514736 (1371.3s)
CRC VERIFIED 5033984/10514736 (1372.5s)
CRC VERIFIED 5038080/10514736 (1373.8s)
CRC VERIFIED 5042176/10514736 (1375.0s)
CRC VERIFIED 5046272/10514736 (1376.2s)
CRC VERIFIED 5050368/10514736 (1377.4s)
CRC VERIFIED 5054464/10514736 (1378.6s)
CRC VERIFIED 5058560/10514736 (1379.9s)
CRC VERIFIED 5062656/10514736 (1381.1s)
CRC VERIFIED 5066752/10514736 (1382.3s)
CRC VERIFIED 5070848/10514736 (1383.5s)
CRC VERIFIED 5074944/10514736 (1384.7s)
CRC VERIFIED 5079040/10514736 (1385.9s)
CRC VERIFIED 5083136/10514736 (1387.2s)
CRC VERIFIED 5087232/10514736 (1388.4s)
CRC VERIFIED 5091328/10514736 (1389.6s)
CRC VERIFIED 5095424/10514736 (1390.8s)
CRC VERIFIED 5099520/10514736 (1392.0s)
CRC VERIFIED 5103616/10514736 (1393.2s)
CRC VERIFIED 5107712/10514736 (1394.5s)
CRC VERIFIED 5111808/10514736 (1395.7s)
CRC VERIFIED 5115904/10514736 (1396.9s)
CRC VERIFIED 5120000/10514736 (1398.1s)
CRC VERIFIED 5124096/10514736 (1399.3s)
CRC VERIFIED 5128192/10514736 (1400.5s)
CRC VERIFIED 5132288/10514736 (1401.8s)
CRC VERIFIED 5136384/10514736 (1403.0s)
CRC VERIFIED 5140480/10514736 (1404.2s)
CRC VERIFIED 5144576/10514736 (1405.4s)
CRC VERIFIED 5148672/10514736 (1406.5s)
CRC VERIFIED 5152768/10514736 (1407.8s)
CRC VERIFIED 5156864/10514736 (1409.0s)
CRC VERIFIED 5160960/10514736 (1410.2s)
CRC VERIFIED 5165056/10514736 (1411.4s)
CRC VERIFIED 5169152/10514736 (1412.6s)
CRC VERIFIED 5173248/10514736 (1413.8s)
CRC VERIFIED 5177344/10514736 (1415.0s)
CRC VERIFIED 5181440/10514736 (1416.3s)
CRC VERIFIED 5185536/10514736 (1417.5s)
CRC VERIFIED 5189632/10514736 (1418.7s)
CRC VERIFIED 5193728/10514736 (1419.9s)
CRC VERIFIED 5197824/10514736 (1421.1s)
CRC VERIFIED 5201920/10514736 (1422.3s)
CRC VERIFIED 5206016/10514736 (1423.5s)
CRC VERIFIED 5210112/10514736 (1424.8s)
CRC VERIFIED 5214208/10514736 (1426.0s)
CRC VERIFIED 5218304/10514736 (1427.2s)
CRC VERIFIED 5222400/10514736 (1428.4s)
CRC VERIFIED 5226496/10514736 (1429.7s)
CRC VERIFIED 5230592/10514736 (1430.9s)
CRC VERIFIED 5234688/10514736 (1432.1s)
CRC VERIFIED 5238784/10514736 (1433.4s)
CRC VERIFIED 5242880/10514736 (1434.6s)
CRC VERIFIED 5246976/10514736 (1435.8s)
CRC VERIFIED 5251072/10514736 (1437.0s)
CRC VERIFIED 5255168/10514736 (1438.2s)
CRC VERIFIED 5259264/10514736 (1439.5s)
CRC VERIFIED 5263360/10514736 (1440.7s)
CRC VERIFIED 5267456/10514736 (1441.9s)
CRC VERIFIED 5271552/10514736 (1443.1s)
CRC VERIFIED 5275648/10514736 (1444.3s)
CRC VERIFIED 5279744/10514736 (1445.5s)
CRC VERIFIED 5283840/10514736 (1446.8s)
CRC VERIFIED 5287936/10514736 (1448.0s)
CRC VERIFIED 5292032/10514736 (1449.2s)
CRC VERIFIED 5296128/10514736 (1450.4s)
CRC VERIFIED 5300224/10514736 (1451.7s)
CRC VERIFIED 5304320/10514736 (1452.9s)
CRC VERIFIED 5308416/10514736 (1454.1s)
CRC VERIFIED 5312512/10514736 (1455.3s)
CRC VERIFIED 5316608/10514736 (1456.5s)
CRC VERIFIED 5320704/10514736 (1457.8s)
CRC VERIFIED 5324800/10514736 (1459.0s)
CRC VERIFIED 5328896/10514736 (1460.2s)
CRC VERIFIED 5332992/10514736 (1461.4s)
CRC VERIFIED 5337088/10514736 (1462.7s)
CRC VERIFIED 5341184/10514736 (1463.9s)
CRC VERIFIED 5345280/10514736 (1465.1s)
CRC VERIFIED 5349376/10514736 (1466.3s)
CRC VERIFIED 5353472/10514736 (1467.5s)
CRC VERIFIED 5357568/10514736 (1468.8s)
CRC VERIFIED 5361664/10514736 (1470.0s)
CRC VERIFIED 5365760/10514736 (1471.2s)
CRC VERIFIED 5369856/10514736 (1472.4s)
CRC VERIFIED 5373952/10514736 (1473.6s)
CRC VERIFIED 5378048/10514736 (1474.8s)
CRC VERIFIED 5382144/10514736 (1476.0s)
CRC VERIFIED 5386240/10514736 (1477.2s)
CRC VERIFIED 5390336/10514736 (1478.5s)
CRC VERIFIED 5394432/10514736 (1479.7s)
CRC VERIFIED 5398528/10514736 (1480.9s)
CRC VERIFIED 5402624/10514736 (1482.1s)
CRC VERIFIED 5406720/10514736 (1483.3s)
CRC VERIFIED 5410816/10514736 (1484.5s)
CRC VERIFIED 5414912/10514736 (1485.7s)
CRC VERIFIED 5419008/10514736 (1486.9s)
CRC VERIFIED 5423104/10514736 (1488.2s)
CRC VERIFIED 5427200/10514736 (1489.4s)
CRC VERIFIED 5431296/10514736 (1490.6s)
CRC VERIFIED 5435392/10514736 (1491.8s)
CRC VERIFIED 5439488/10514736 (1493.0s)
CRC VERIFIED 5443584/10514736 (1494.3s)
CRC VERIFIED 5447680/10514736 (1495.5s)
CRC VERIFIED 5451776/10514736 (1496.7s)
CRC VERIFIED 5455872/10514736 (1498.0s)
CRC VERIFIED 5459968/10514736 (1499.2s)
CRC VERIFIED 5464064/10514736 (1500.4s)
CRC VERIFIED 5468160/10514736 (1501.6s)
CRC VERIFIED 5472256/10514736 (1502.8s)
CRC VERIFIED 5476352/10514736 (1504.0s)
CRC VERIFIED 5480448/10514736 (1505.2s)
CRC VERIFIED 5484544/10514736 (1506.5s)
CRC VERIFIED 5488640/10514736 (1507.7s)
CRC VERIFIED 5492736/10514736 (1508.9s)
CRC VERIFIED 5496832/10514736 (1510.1s)
CRC VERIFIED 5500928/10514736 (1511.3s)
CRC VERIFIED 5505024/10514736 (1512.5s)
CRC VERIFIED 5509120/10514736 (1513.7s)
CRC VERIFIED 5513216/10514736 (1515.0s)
CRC VERIFIED 5517312/10514736 (1516.2s)
CRC VERIFIED 5521408/10514736 (1517.4s)
CRC VERIFIED 5525504/10514736 (1518.6s)
CRC VERIFIED 5529600/10514736 (1519.8s)
CRC VERIFIED 5533696/10514736 (1521.0s)
CRC VERIFIED 5537792/10514736 (1522.2s)
CRC VERIFIED 5541888/10514736 (1523.5s)
CRC VERIFIED 5545984/10514736 (1524.7s)
CRC VERIFIED 5550080/10514736 (1525.9s)
CRC VERIFIED 5554176/10514736 (1527.1s)
CRC VERIFIED 5558272/10514736 (1528.3s)
CRC VERIFIED 5562368/10514736 (1529.5s)
CRC VERIFIED 5566464/10514736 (1530.8s)
CRC VERIFIED 5570560/10514736 (1532.0s)
CRC VERIFIED 5574656/10514736 (1533.2s)
CRC VERIFIED 5578752/10514736 (1534.4s)
CRC VERIFIED 5582848/10514736 (1535.6s)
CRC VERIFIED 5586944/10514736 (1536.8s)
CRC VERIFIED 5591040/10514736 (1538.0s)
CRC VERIFIED 5595136/10514736 (1539.2s)
CRC VERIFIED 5599232/10514736 (1540.4s)
CRC VERIFIED 5603328/10514736 (1541.6s)
CRC VERIFIED 5607424/10514736 (1542.9s)
CRC VERIFIED 5611520/10514736 (1544.1s)
CRC VERIFIED 5615616/10514736 (1545.3s)
CRC VERIFIED 5619712/10514736 (1546.5s)
CRC VERIFIED 5623808/10514736 (1547.7s)
CRC VERIFIED 5627904/10514736 (1548.9s)
CRC VERIFIED 5632000/10514736 (1550.1s)
CRC VERIFIED 5636096/10514736 (1551.4s)
CRC VERIFIED 5640192/10514736 (1552.6s)
CRC VERIFIED 5644288/10514736 (1553.8s)
CRC VERIFIED 5648384/10514736 (1555.0s)
CRC VERIFIED 5652480/10514736 (1556.2s)
CRC VERIFIED 5656576/10514736 (1557.5s)
CRC VERIFIED 5660672/10514736 (1558.7s)
CRC VERIFIED 5664768/10514736 (1559.9s)
CRC VERIFIED 5668864/10514736 (1561.1s)
CRC VERIFIED 5672960/10514736 (1562.3s)
CRC VERIFIED 5677056/10514736 (1563.5s)
CRC VERIFIED 5681152/10514736 (1564.8s)
CRC VERIFIED 5685248/10514736 (1566.0s)
CRC VERIFIED 5689344/10514736 (1567.2s)
CRC VERIFIED 5693440/10514736 (1568.4s)
CRC VERIFIED 5697536/10514736 (1569.7s)
CRC VERIFIED 5701632/10514736 (1570.9s)
CRC VERIFIED 5705728/10514736 (1572.1s)
CRC VERIFIED 5709824/10514736 (1573.3s)
CRC VERIFIED 5713920/10514736 (1574.5s)
CRC VERIFIED 5718016/10514736 (1575.8s)
CRC VERIFIED 5722112/10514736 (1577.0s)
CRC VERIFIED 5726208/10514736 (1578.2s)
CRC VERIFIED 5730304/10514736 (1579.4s)
CRC VERIFIED 5734400/10514736 (1580.6s)
CRC VERIFIED 5738496/10514736 (1581.8s)
CRC VERIFIED 5742592/10514736 (1583.0s)
CRC VERIFIED 5746688/10514736 (1584.3s)
CRC VERIFIED 5750784/10514736 (1585.5s)
CRC VERIFIED 5754880/10514736 (1586.7s)
CRC VERIFIED 5758976/10514736 (1588.0s)
CRC VERIFIED 5763072/10514736 (1589.2s)
CRC VERIFIED 5767168/10514736 (1590.4s)
CRC VERIFIED 5771264/10514736 (1591.6s)
CRC VERIFIED 5775360/10514736 (1592.8s)
CRC VERIFIED 5779456/10514736 (1594.0s)
CRC VERIFIED 5783552/10514736 (1595.2s)
CRC VERIFIED 5787648/10514736 (1596.4s)
CRC VERIFIED 5791744/10514736 (1597.6s)
CRC VERIFIED 5795840/10514736 (1598.9s)
CRC VERIFIED 5799936/10514736 (1600.1s)
CRC VERIFIED 5804032/10514736 (1601.3s)
CRC VERIFIED 5808128/10514736 (1602.4s)
CRC VERIFIED 5812224/10514736 (1603.6s)
CRC VERIFIED 5816320/10514736 (1604.8s)
CRC VERIFIED 5820416/10514736 (1606.0s)
CRC VERIFIED 5824512/10514736 (1607.3s)
CRC VERIFIED 5828608/10514736 (1608.5s)
CRC VERIFIED 5832704/10514736 (1609.7s)
CRC VERIFIED 5836800/10514736 (1610.9s)
CRC VERIFIED 5840896/10514736 (1612.1s)
CRC VERIFIED 5844992/10514736 (1613.3s)
CRC VERIFIED 5849088/10514736 (1614.5s)
CRC VERIFIED 5853184/10514736 (1615.7s)
CRC VERIFIED 5857280/10514736 (1617.0s)
CRC VERIFIED 5861376/10514736 (1618.2s)
CRC VERIFIED 5865472/10514736 (1619.4s)
CRC VERIFIED 5869568/10514736 (1620.6s)
CRC VERIFIED 5873664/10514736 (1621.8s)
CRC VERIFIED 5877760/10514736 (1623.0s)
CRC VERIFIED 5881856/10514736 (1624.3s)
CRC VERIFIED 5885952/10514736 (1625.4s)
CRC VERIFIED 5890048/10514736 (1626.7s)
CRC VERIFIED 5894144/10514736 (1627.9s)
CRC VERIFIED 5898240/10514736 (1629.1s)
CRC VERIFIED 5902336/10514736 (1630.3s)
CRC VERIFIED 5906432/10514736 (1631.5s)
CRC VERIFIED 5910528/10514736 (1632.7s)
CRC VERIFIED 5914624/10514736 (1634.0s)
CRC VERIFIED 5918720/10514736 (1635.2s)
CRC VERIFIED 5922816/10514736 (1636.4s)
CRC VERIFIED 5926912/10514736 (1637.6s)
CRC VERIFIED 5931008/10514736 (1638.8s)
CRC VERIFIED 5935104/10514736 (1640.0s)
CRC VERIFIED 5939200/10514736 (1641.2s)
CRC VERIFIED 5943296/10514736 (1642.5s)
CRC VERIFIED 5947392/10514736 (1643.7s)
CRC VERIFIED 5951488/10514736 (1644.9s)
CRC VERIFIED 5955584/10514736 (1646.1s)
CRC VERIFIED 5959680/10514736 (1647.4s)
CRC VERIFIED 5963776/10514736 (1648.6s)
CRC VERIFIED 5967872/10514736 (1649.8s)
CRC VERIFIED 5971968/10514736 (1651.0s)
CRC VERIFIED 5976064/10514736 (1652.2s)
CRC VERIFIED 5980160/10514736 (1653.4s)
CRC VERIFIED 5984256/10514736 (1654.7s)
CRC VERIFIED 5988352/10514736 (1655.9s)
CRC VERIFIED 5992448/10514736 (1657.1s)
CRC VERIFIED 5996544/10514736 (1658.3s)
CRC VERIFIED 6000640/10514736 (1659.6s)
CRC VERIFIED 6004736/10514736 (1660.8s)
CRC VERIFIED 6008832/10514736 (1662.0s)
CRC VERIFIED 6012928/10514736 (1663.2s)
CRC VERIFIED 6017024/10514736 (1664.4s)
CRC VERIFIED 6021120/10514736 (1665.6s)
CRC VERIFIED 6025216/10514736 (1666.9s)
CRC VERIFIED 6029312/10514736 (1668.1s)
CRC VERIFIED 6033408/10514736 (1669.3s)
CRC VERIFIED 6037504/10514736 (1670.5s)
CRC VERIFIED 6041600/10514736 (1671.7s)
CRC VERIFIED 6045696/10514736 (1673.0s)
CRC VERIFIED 6049792/10514736 (1674.2s)
CRC VERIFIED 6053888/10514736 (1675.4s)
CRC VERIFIED 6057984/10514736 (1676.6s)
CRC VERIFIED 6062080/10514736 (1677.8s)
CRC VERIFIED 6066176/10514736 (1679.1s)
CRC VERIFIED 6070272/10514736 (1680.3s)
CRC VERIFIED 6074368/10514736 (1681.5s)
CRC VERIFIED 6078464/10514736 (1682.7s)
CRC VERIFIED 6082560/10514736 (1683.9s)
CRC VERIFIED 6086656/10514736 (1685.2s)
CRC VERIFIED 6090752/10514736 (1686.3s)
CRC VERIFIED 6094848/10514736 (1687.6s)
CRC VERIFIED 6098944/10514736 (1688.8s)
CRC VERIFIED 6103040/10514736 (1690.0s)
CRC VERIFIED 6107136/10514736 (1691.2s)
CRC VERIFIED 6111232/10514736 (1692.5s)
CRC VERIFIED 6115328/10514736 (1693.7s)
CRC VERIFIED 6119424/10514736 (1694.9s)
CRC VERIFIED 6123520/10514736 (1696.1s)
CRC VERIFIED 6127616/10514736 (1697.4s)
CRC VERIFIED 6131712/10514736 (1698.6s)
CRC VERIFIED 6135808/10514736 (1699.8s)
CRC VERIFIED 6139904/10514736 (1701.0s)
CRC VERIFIED 6144000/10514736 (1702.2s)
CRC VERIFIED 6148096/10514736 (1703.4s)
CRC VERIFIED 6152192/10514736 (1704.7s)
CRC VERIFIED 6156288/10514736 (1705.9s)
CRC VERIFIED 6160384/10514736 (1707.1s)
CRC VERIFIED 6164480/10514736 (1708.3s)
CRC VERIFIED 6168576/10514736 (1709.5s)
CRC VERIFIED 6172672/10514736 (1710.8s)
CRC VERIFIED 6176768/10514736 (1712.0s)
CRC VERIFIED 6180864/10514736 (1713.1s)
CRC VERIFIED 6184960/10514736 (1714.3s)
CRC VERIFIED 6189056/10514736 (1715.5s)
CRC VERIFIED 6193152/10514736 (1716.8s)
CRC VERIFIED 6197248/10514736 (1718.0s)
CRC VERIFIED 6201344/10514736 (1719.2s)
CRC VERIFIED 6205440/10514736 (1720.4s)
CRC VERIFIED 6209536/10514736 (1721.6s)
CRC VERIFIED 6213632/10514736 (1722.8s)
CRC VERIFIED 6217728/10514736 (1724.1s)
CRC VERIFIED 6221824/10514736 (1725.3s)
CRC VERIFIED 6225920/10514736 (1726.5s)
CRC VERIFIED 6230016/10514736 (1727.8s)
CRC VERIFIED 6234112/10514736 (1729.0s)
CRC VERIFIED 6238208/10514736 (1730.2s)
CRC VERIFIED 6242304/10514736 (1731.4s)
CRC VERIFIED 6246400/10514736 (1732.7s)
CRC VERIFIED 6250496/10514736 (1733.9s)
CRC VERIFIED 6254592/10514736 (1735.1s)
CRC VERIFIED 6258688/10514736 (1736.3s)
CRC VERIFIED 6262784/10514736 (1737.5s)
CRC VERIFIED 6266880/10514736 (1738.8s)
CRC VERIFIED 6270976/10514736 (1740.0s)
CRC VERIFIED 6275072/10514736 (1741.2s)
CRC VERIFIED 6279168/10514736 (1742.4s)
CRC VERIFIED 6283264/10514736 (1743.6s)
CRC VERIFIED 6287360/10514736 (1744.9s)
CRC VERIFIED 6291456/10514736 (1746.1s)
CRC VERIFIED 6295552/10514736 (1747.3s)
CRC VERIFIED 6299648/10514736 (1748.5s)
CRC VERIFIED 6303744/10514736 (1749.7s)
CRC VERIFIED 6307840/10514736 (1750.9s)
CRC VERIFIED 6311936/10514736 (1752.2s)
CRC VERIFIED 6316032/10514736 (1753.4s)
CRC VERIFIED 6320128/10514736 (1754.6s)
CRC VERIFIED 6324224/10514736 (1755.8s)
CRC VERIFIED 6328320/10514736 (1757.0s)
CRC VERIFIED 6332416/10514736 (1758.2s)
CRC VERIFIED 6336512/10514736 (1759.5s)
CRC VERIFIED 6340608/10514736 (1760.7s)
CRC VERIFIED 6344704/10514736 (1761.9s)
CRC VERIFIED 6348800/10514736 (1763.1s)
CRC VERIFIED 6352896/10514736 (1764.3s)
CRC VERIFIED 6356992/10514736 (1765.6s)
CRC VERIFIED 6361088/10514736 (1766.8s)
CRC VERIFIED 6365184/10514736 (1768.0s)
CRC VERIFIED 6369280/10514736 (1769.2s)
CRC VERIFIED 6373376/10514736 (1770.4s)
CRC VERIFIED 6377472/10514736 (1771.7s)
CRC VERIFIED 6381568/10514736 (1772.9s)
CRC VERIFIED 6385664/10514736 (1774.1s)
CRC VERIFIED 6389760/10514736 (1775.3s)
CRC VERIFIED 6393856/10514736 (1776.5s)
CRC VERIFIED 6397952/10514736 (1777.8s)
CRC VERIFIED 6402048/10514736 (1779.0s)
CRC VERIFIED 6406144/10514736 (1780.2s)
CRC VERIFIED 6410240/10514736 (1781.4s)
CRC VERIFIED 6414336/10514736 (1782.7s)
CRC VERIFIED 6418432/10514736 (1783.9s)
CRC VERIFIED 6422528/10514736 (1785.1s)
CRC VERIFIED 6426624/10514736 (1786.3s)
CRC VERIFIED 6430720/10514736 (1787.6s)
CRC VERIFIED 6434816/10514736 (1788.8s)
CRC VERIFIED 6438912/10514736 (1790.0s)
CRC VERIFIED 6443008/10514736 (1791.2s)
CRC VERIFIED 6447104/10514736 (1792.5s)
CRC VERIFIED 6451200/10514736 (1793.7s)
CRC VERIFIED 6455296/10514736 (1794.9s)
CRC VERIFIED 6459392/10514736 (1796.1s)
CRC VERIFIED 6463488/10514736 (1797.3s)
CRC VERIFIED 6467584/10514736 (1798.5s)
CRC VERIFIED 6471680/10514736 (1799.7s)
CRC VERIFIED 6475776/10514736 (1801.0s)
CRC VERIFIED 6479872/10514736 (1801.9s)
CRC VERIFIED 6483968/10514736 (1802.9s)
CRC VERIFIED 6488064/10514736 (1804.1s)
CRC VERIFIED 6492160/10514736 (1805.4s)
CRC VERIFIED 6496256/10514736 (1806.6s)
CRC VERIFIED 6500352/10514736 (1807.8s)
CRC VERIFIED 6504448/10514736 (1809.0s)
CRC VERIFIED 6508544/10514736 (1810.2s)
CRC VERIFIED 6512640/10514736 (1811.4s)
CRC VERIFIED 6516736/10514736 (1812.6s)
CRC VERIFIED 6520832/10514736 (1813.9s)
CRC VERIFIED 6524928/10514736 (1815.1s)
CRC VERIFIED 6529024/10514736 (1816.3s)
CRC VERIFIED 6533120/10514736 (1817.5s)
CRC VERIFIED 6537216/10514736 (1818.7s)
CRC VERIFIED 6541312/10514736 (1819.9s)
CRC VERIFIED 6545408/10514736 (1821.1s)
CRC VERIFIED 6549504/10514736 (1822.3s)
CRC VERIFIED 6553600/10514736 (1823.5s)
CRC VERIFIED 6557696/10514736 (1824.8s)
CRC VERIFIED 6561792/10514736 (1826.0s)
CRC VERIFIED 6565888/10514736 (1827.2s)
CRC VERIFIED 6569984/10514736 (1828.4s)
CRC VERIFIED 6574080/10514736 (1829.6s)
CRC VERIFIED 6578176/10514736 (1830.8s)
CRC VERIFIED 6582272/10514736 (1832.0s)
CRC VERIFIED 6586368/10514736 (1833.3s)
CRC VERIFIED 6590464/10514736 (1834.5s)
CRC VERIFIED 6594560/10514736 (1835.7s)
CRC VERIFIED 6598656/10514736 (1836.9s)
CRC VERIFIED 6602752/10514736 (1838.1s)
CRC VERIFIED 6606848/10514736 (1839.4s)
CRC VERIFIED 6610944/10514736 (1840.6s)
CRC VERIFIED 6615040/10514736 (1841.8s)
CRC VERIFIED 6619136/10514736 (1843.0s)
CRC VERIFIED 6623232/10514736 (1844.2s)
CRC VERIFIED 6627328/10514736 (1845.4s)
CRC VERIFIED 6631424/10514736 (1846.6s)
CRC VERIFIED 6635520/10514736 (1847.9s)
CRC VERIFIED 6639616/10514736 (1849.1s)
CRC VERIFIED 6643712/10514736 (1850.3s)
CRC VERIFIED 6647808/10514736 (1851.5s)
CRC VERIFIED 6651904/10514736 (1852.7s)
CRC VERIFIED 6656000/10514736 (1853.9s)
CRC VERIFIED 6660096/10514736 (1855.1s)
CRC VERIFIED 6664192/10514736 (1856.3s)
CRC VERIFIED 6668288/10514736 (1857.5s)
CRC VERIFIED 6672384/10514736 (1858.8s)
CRC VERIFIED 6676480/10514736 (1860.0s)
CRC VERIFIED 6680576/10514736 (1861.2s)
CRC VERIFIED 6684672/10514736 (1862.4s)
CRC VERIFIED 6688768/10514736 (1863.6s)
CRC VERIFIED 6692864/10514736 (1864.8s)
CRC VERIFIED 6696960/10514736 (1866.0s)
CRC VERIFIED 6701056/10514736 (1867.2s)
CRC VERIFIED 6705152/10514736 (1868.5s)
CRC VERIFIED 6709248/10514736 (1869.7s)
CRC VERIFIED 6713344/10514736 (1870.9s)
CRC VERIFIED 6717440/10514736 (1872.1s)
CRC VERIFIED 6721536/10514736 (1873.3s)
CRC VERIFIED 6725632/10514736 (1874.5s)
CRC VERIFIED 6729728/10514736 (1875.7s)
CRC VERIFIED 6733824/10514736 (1876.9s)
CRC VERIFIED 6737920/10514736 (1878.1s)
CRC VERIFIED 6742016/10514736 (1879.3s)
CRC VERIFIED 6746112/10514736 (1880.5s)
CRC VERIFIED 6750208/10514736 (1881.7s)
CRC VERIFIED 6754304/10514736 (1883.0s)
CRC VERIFIED 6758400/10514736 (1884.2s)
